,Area,Room,Year,Flat_floor,Total_floor,Price_eur,Price_m2,City
3798,40.0,1,2009,1,3,62900,1573,Palanga
3799,62.0,2,2018,2,4,93000,1500,Palanga
3800,35.0,2,1969,4,5,46000,1314,Klaipeda
3802,33.0,1,1980,9,9,43000,1303,Klaipeda
3804,48.0,2,1981,7,9,52550,1095,Klaipeda
3806,31.0,1,1980,5,5,37500,1210,Klaipeda
3807,77.0,3,2011,3,4,114000,1481,Klaipeda
3808,66.0,2,1985,5,5,55000,833,Klaipeda
3809,79.0,4,1981,1,5,59000,747,Klaipeda
3810,55.0,3,1971,5,5,49000,891,Klaipeda
3811,74.0,4,1988,3,3,17900,242,Regionas
3812,49.0,2,1986,2,2,46500,949,Regionas
3813,57.0,3,1953,2,3,115000,2018,Klaipeda
3814,10.0,1,1962,2,4,8500,850,Klaipeda
3815,36.0,1,1990,4,5,37000,1028,Klaipeda
3816,110.0,3,2019,6,6,313000,2845,Vilnius
3817,53.0,3,2012,5,9,85700,1617,Klaipeda
3819,49.0,2,1919,2,1,29900,610,Regionas
3820,33.0,1,1984,2,5,45000,1364,Klaipeda
3821,70.0,3,1986,3,9,60000,857,Klaipeda
3822,69.0,3,1982,8,9,65000,942,Klaipeda
3823,63.0,3,1981,3,5,65500,1040,Klaipeda
3824,63.0,3,1981,3,5,65500,1040,Klaipeda
3825,63.0,3,1981,3,5,65500,1040,Klaipeda
3826,49.0,2,1990,3,5,57000,1163,Klaipeda
3827,64.0,3,1976,1,9,48000,750,Klaipeda
3828,38.1,2,1928,2,2,59000,1549,Klaipeda
3829,55.0,3,2020,1,4,72500,1318,Regionas
3830,70.0,2,2009,12,20,118000,1686,Klaipeda
3831,59.4,3,2020,2,4,68000,1145,Regionas
3832,85.8,3,2009,2,34,110000,1282,Klaipeda
3833,65.0,3,1977,3,9,63500,977,Klaipeda
3834,69.0,3,2009,6,19,99000,1435,Klaipeda
3836,55.0,2,1989,3,9,59500,1082,Klaipeda
3837,77.0,3,1985,8,6,59999,779,Klaipeda
3839,55.0,2,1990,5,5,45000,818,Klaipeda
3840,63.0,2,1987,2,5,61000,968,Klaipeda
3841,48.56,2,1957,1,2,6000,124,Regionas
3842,52.0,2,1985,2,3,110000,2115,Klaipeda
3844,87.0,2,2013,2,2,196999,2264,Vilnius
3845,52.82,2,1993,5,5,45000,852,Regionas
3849,48.11,3,2021,3,3,150487,3128,Vilnius
3850,47.4,2,2021,1,3,135605,2861,Vilnius
3851,82.07,3,2021,3,4,261787,3190,Vilnius
3852,60.98,3,2021,2,3,190072,3117,Vilnius
3853,24.9,1,2021,2,3,76411,3069,Vilnius
3854,23.83,1,2021,2,3,77216,3240,Vilnius
3855,38.0,1,2021,1,3,102681,2702,Vilnius
3856,58.16,3,2021,1,3,162174,2788,Vilnius
3857,70.0,3,1980,1,3,84900,1213,Panevezys
3858,64.0,3,1982,4,5,69000,1078,Klaipeda
3861,50.0,2,1979,6,9,53000,1060,Klaipeda
3870,42.0,2,2019,1,4,84435,2010,Palanga
3871,38.0,2,2019,2,4,72557,1909,Palanga
3872,38.0,2,2019,4,4,72349,1904,Palanga
3873,38.0,2,2019,3,4,72462,1907,Palanga
3874,40.0,2,2019,1,4,80555,2014,Palanga
3877,102.34,3,2016,2,2,290000,2834,Regionas
3878,101.75,3,2016,1,2,390000,3833,Regionas
3879,50.0,2,1977,6,9,60000,1200,Klaipeda
3880,57.57,3,2020,4,7,81990,1424,Klaipeda
3881,61.0,3,1978,2,5,66300,1087,Klaipeda
3882,56.0,3,1965,4,5,65000,1161,Klaipeda
3885,54.0,2,1982,2,5,53000,981,Klaipeda
3886,64.0,3,1989,5,5,63000,984,Klaipeda
3893,36.0,1,1990,4,5,38000,1056,Klaipeda
3894,52.67,2,1986,8,9,48000,911,Druskininkai
3895,70.0,3,1998,3,5,80000,1143,Klaipeda
3896,47.0,2,1973,3,5,65000,1383,Klaipeda
3897,38.39,2,1969,2,2,14000,365,Regionas
3898,38.0,2,2019,3,4,72708,1913,Palanga
3899,36.0,2,1954,2,3,53000,1472,Klaipeda
3900,52.7,2,1980,3,5,59999,1139,Klaipeda
3901,47.0,2,1974,2,5,56000,1191,Klaipeda
3903,106.0,4,2001,5,6,245000,2311,Vilnius
3904,78.85,3,1991,4,4,37500,476,Druskininkai
3908,60.13,3,2009,3,3,133000,2212,Druskininkai
3909,42.0,1,1940,2,3,139990,3333,Vilnius
3910,42.0,2,1940,2,3,139990,3333,Vilnius
3912,38.0,2,1985,3,3,40000,1053,Klaipeda
3913,71.07,4,1968,4,5,45500,640,Klaipeda
3914,32.0,1,1973,2,5,19999,625,Vilnius
3916,63.0,3,2021,2,2,152000,2413,Regionas
3917,48.33,2,2017,5,5,157073,3250,Druskininkai
3918,62.26,3,2017,5,5,202345,3250,Druskininkai
3920,51.0,2,1979,1,5,56999,1118,Klaipeda
3923,53.83,2,2017,1,5,148033,2750,Druskininkai
3924,106.01,4,2020,1,4,342400,3230,Vilnius
3925,53.0,2,2011,2,5,185000,3491,Palanga
3927,46.0,2,1966,2,5,59900,1302,Klaipeda
3929,73.0,3,2007,2,3,155000,2123,Klaipeda
3930,72.0,3,1993,1,5,79000,1097,Palanga
3931,44.21,2,1970,4,5,45900,1038,Panevezys
3939,64.93,4,1973,4,4,28900,445,Regionas
3940,42.0,2,1960,2,2,47000,1119,Klaipeda
3941,48.0,2,1981,7,9,52000,1083,Klaipeda
3942,89.0,4,1936,2,4,165000,1854,Klaipeda
3944,51.0,2,1979,1,5,57500,1127,Klaipeda
3945,64.2,3,1978,2,2,14000,218,Regionas
3946,53.0,2,1981,3,5,49000,925,Klaipeda
3949,37.0,2,2004,5,5,49900,1349,Klaipeda
3950,60.0,3,1975,2,2,37000,617,Regionas
3956,47.0,2,2020,2,6,97500,2074,Vilnius
3957,97.0,4,1960,4,4,135000,1392,Klaipeda
3958,44.0,2,1965,4,4,58000,1318,Klaipeda
3967,77.0,3,1994,4,5,87000,1130,Klaipeda
3968,65.0,3,1956,1,3,54000,831,Klaipeda
3969,70.0,4,1967,1,5,68500,979,Klaipeda
3970,79.0,4,1980,1,5,65000,823,Klaipeda
3971,89.0,4,1989,5,9,77500,871,Klaipeda
3972,63.0,1,2020,1,4,108281,1719,Vilnius
3978,70.0,3,1998,3,5,81000,1157,Klaipeda
3980,72.41,3,2018,4,4,86892,1200,Druskininkai
3981,66.8,3,2018,3,4,80160,1200,Druskininkai
3982,57.62,2,2018,3,4,69144,1200,Druskininkai
3983,130.0,5,1988,3,3,95000,731,Regionas
3986,49.05,2,2020,1,6,104000,2120,Vilnius
3987,42.4,2,2020,1,6,95499,2252,Vilnius
3988,33.0,1,2020,1,6,72000,2182,Vilnius
3990,53.0,2,1986,1,2,52500,991,Regionas
3991,38.0,2,1978,2,12,65000,1711,Palanga
3993,27.0,1,1978,2,9,49000,1815,Palanga
3994,64.0,2,2011,15,20,175000,2734,Klaipeda
3995,47.0,2,1985,1,5,50000,1064,Klaipeda
3996,73.0,4,2014,3,3,147000,2014,Palanga
3998,48.0,2,1971,1,5,49900,1040,Klaipeda
3999,49.0,2,1997,5,5,73000,1490,Palanga
4002,52.0,2,1980,5,5,67000,1288,Klaipeda
4003,43.0,2,2020,1,6,95400,2219,Vilnius
4004,29.61,2,1965,1,2,28500,963,Regionas
4005,19.0,1,2005,1,5,28000,1474,Palanga
4006,42.0,2,1975,7,9,39000,929,Panevezys
4007,49.66,2,2010,7,7,99000,1994,Vilnius
4009,44.36,2,1966,4,5,37900,854,Panevezys
4010,55.88,3,2020,3,4,79500,1423,Klaipeda
4012,51.0,2,2010,2,2,105000,2059,Palanga
4013,70.0,3,2006,1,4,250000,3571,Palanga
4014,65.0,2,2013,1,3,179900,2768,Palanga
4016,36.0,2,1971,4,5,14500,403,Klaipeda
4017,75.0,3,1994,3,5,67000,893,Klaipeda
4018,74.0,3,1993,3,5,105000,1419,Palanga
4019,42.0,2,1965,1,5,67000,1595,Klaipeda
4020,53.0,2,2007,2,4,119200,2249,Palanga
4021,29.0,1,2007,3,5,68000,2345,Palanga
4022,69.0,3,1990,1,4,79000,1145,Palanga
4023,74.0,3,2020,3,6,146000,1973,Vilnius
4024,50.0,2,1977,6,9,60000,1200,Klaipeda
4025,32.0,1,2016,1,2,95000,2969,Palanga
4026,68.0,3,2019,1,1,95000,1397,Palanga
4033,49.0,2,1963,2,3,75000,1531,Klaipeda
4034,47.63,2,1973,3,5,16500,346,Regionas
4035,113.0,4,1995,3,4,103000,912,Palanga
4036,73.0,3,1978,10,12,117000,1603,Palanga
4037,36.0,1,1960,2,2,15000,417,Regionas
4038,58.0,2,2002,1,3,292000,5034,Palanga
4039,94.0,3,2011,8,9,144000,1532,Klaipeda
4040,71.0,3,2020,2,2,74800,1054,Klaipeda
4041,43.0,2,2020,1,6,96500,2244,Vilnius
4042,90.0,4,2020,3,6,175500,1950,Vilnius
4043,75.0,3,2020,2,6,144000,1920,Vilnius
4044,26.0,1,1965,3,5,31000,1192,Klaipeda
4045,54.0,2,2007,3,5,94000,1741,Klaipeda
4049,55.0,2,1986,5,9,52000,945,Klaipeda
4050,37.0,1,1990,5,5,35000,946,Klaipeda
4054,64.0,4,1970,4,4,78000,1219,Palanga
4055,137.0,3,1996,0,3,145000,1058,Palanga
4056,26.0,1,1986,3,4,35000,1346,Palanga
4057,72.0,2,1990,1,4,101500,1410,Palanga
4058,16.0,1,2018,2,3,51500,3219,Palanga
4059,42.0,1,1986,3,4,46500,1107,Palanga
4060,65.0,4,1989,3,4,75000,1154,Palanga
4061,15.0,1,2018,4,4,52000,3467,Palanga
4062,50.9,3,1960,2,2,71000,1395,Vilnius
4063,50.9,3,1960,2,2,75000,1473,Vilnius
4068,48.0,2,1961,1,2,14400,300,Regionas
4069,114.0,3,1957,3,4,290000,2544,Vilnius
4071,61.92,3,2020,3,6,130000,2099,Vilnius
4072,44.0,2,2020,3,6,94500,2148,Vilnius
4073,66.0,3,2020,3,6,130000,1970,Vilnius
4074,62.0,3,2020,2,6,117900,1902,Vilnius
4075,93.0,4,1974,1,5,85000,914,Klaipeda
4076,44.0,2,1979,2,5,50000,1136,Klaipeda
4077,39.0,2,1970,2,5,63000,1615,Klaipeda
4078,78.0,4,1985,1,5,67500,865,Klaipeda
4080,36.0,1,1980,2,5,28000,778,Siauliai
4081,27.0,1,1984,5,5,30000,1111,Klaipeda
4082,47.0,2,2020,3,6,97000,2064,Vilnius
4083,50.0,2,2020,3,6,108600,2172,Vilnius
4084,36.22,1,1991,4,5,18300,505,Regionas
4088,57.57,3,2020,4,7,81990,1424,Klaipeda
4089,85.0,3,2016,7,19,145000,1706,Klaipeda
4090,62.61,3,1985,5,5,26500,423,Regionas
4091,40.0,1,2007,1,4,70000,1750,Klaipeda
4092,44.0,2,1961,2,3,25000,568,Regionas
4093,48.0,2,1989,9,9,42000,875,Klaipeda
4094,65.29,3,1969,2,5,48000,735,Regionas
4096,75.0,3,2010,3,9,115000,1533,Klaipeda
4097,82.0,3,2005,1,6,122000,1488,Klaipeda
4111,60.0,3,2020,1,1,65000,1083,Regionas
4112,44.0,2,2020,2,4,76500,1739,Klaipeda
4113,61.0,3,1977,4,5,62500,1025,Klaipeda
4117,70.7,4,1967,1,5,68500,969,Klaipeda
4120,62.0,3,1975,4,5,59000,952,Klaipeda
4121,85.0,3,2016,7,19,150000,1765,Klaipeda
4124,67.0,3,2021,1,2,110000,1642,Palanga
4125,33.0,2,2021,1,2,62000,1879,Palanga
4126,54.0,2,2008,2,5,89000,1648,Palanga
4131,75.0,3,2009,2,4,95000,1267,Regionas
4132,38.0,1,1951,3,3,68450,1801,Klaipeda
4133,95.0,3,2009,20,34,155000,1632,Klaipeda
4134,35.12,2,1940,1,3,45000,1281,Vilnius
4135,60.0,3,1972,1,5,48000,800,Klaipeda
4136,62.0,3,1975,4,5,58000,935,Klaipeda
4141,24.0,1,1930,1,2,37000,1542,Palanga
4142,56.0,1,1976,1,5,48000,857,Klaipeda
4143,179.0,6,1996,3,5,179000,1000,Klaipeda
4144,52.0,2,1996,1,5,67000,1288,Klaipeda
4146,64.0,3,1976,8,9,59900,936,Klaipeda
4147,52.6,2,1977,3,5,73000,1388,Klaipeda
4153,65.0,3,1977,12,13,75000,1154,Klaipeda
4156,61.0,2,2019,3,3,75750,1242,Regionas
4157,48.89,2,1960,1,2,35000,716,Druskininkai
4158,50.0,2,1985,2,5,44500,890,Panevezys
4159,38.0,1,1951,3,3,68400,1800,Klaipeda
4164,40.01,1,2008,5,8,56325,1408,Druskininkai
4167,65.0,3,1973,5,9,64000,985,Klaipeda
4172,47.87,2,2021,2,8,100500,2099,Vilnius
4173,23.0,1,1990,1,3,17000,739,Regionas
4174,49.0,2,1991,4,5,47900,978,Klaipeda
4176,58.79,3,1965,5,5,65000,1106,Klaipeda
4186,112.78,4,2007,3,11,225000,1995,Druskininkai
4187,50.21,2,2007,5,9,80000,1593,Druskininkai
4188,71.58,3,2016,4,4,179900,2513,Klaipeda
4189,46.38,2,2015,1,5,126000,2717,Druskininkai
4193,57.0,2,1997,5,5,56000,982,Klaipeda
4194,69.0,3,1991,1,5,61000,884,Klaipeda
4198,65.0,3,2009,6,7,105000,1615,Klaipeda
4200,51.0,2,2010,2,2,100000,1961,Palanga
4202,86.24,4,1993,5,6,65000,754,Panevezys
4203,64.0,3,2016,3,3,119000,1859,Klaipeda
4206,68.0,3,1978,4,5,66000,971,Klaipeda
4208,193.0,3,1958,1,3,145000,751,Klaipeda
4214,62.65,3,1960,1,2,10000,160,Regionas
4215,100.0,4,1959,3,3,165000,1650,Klaipeda
4216,62.0,3,1974,4,5,70000,1129,Klaipeda
4217,62.0,3,1974,4,5,70000,1129,Klaipeda
4219,61.0,3,1976,4,5,62500,1025,Klaipeda
4222,40.8,2,2021,2,6,76990,1887,Vilnius
4223,34.2,1,2021,2,6,69990,2046,Vilnius
4224,33.4,2,2021,2,6,72990,2185,Vilnius
4225,54.9,3,2021,2,6,91990,1676,Vilnius
4227,23.0,1,2020,1,3,91200,3965,Palanga
4229,70.0,4,2019,7,8,87200,1246,Klaipeda
4231,54.95,2,2020,6,7,89000,1620,Vilnius
4239,24.0,1,2020,2,3,95000,3958,Palanga
4240,81.0,3,2020,3,3,341544,4217,Palanga
4241,64.0,3,1972,4,5,70000,1094,Klaipeda
4242,70.0,3,1998,3,5,79000,1129,Klaipeda
4244,53.0,3,2019,2,3,91000,1717,Klaipeda
4248,49.49,2,2006,7,12,85000,1718,Vilnius
4251,49.0,2,1977,2,9,51500,1051,Klaipeda
4252,61.0,2,2019,4,4,120000,1967,Kaunas
4253,98.25,4,2020,1,2,123000,1252,Vilnius
4254,98.25,4,2020,1,2,123000,1252,Vilnius
4255,136.49,4,2020,1,2,166500,1220,Vilnius
4256,98.25,4,2020,1,2,123000,1252,Vilnius
4259,90.0,5,1993,1,5,84000,933,Klaipeda
4260,39.0,2,1964,5,5,65000,1667,Klaipeda
4262,61.07,3,2008,1,3,145000,2374,Druskininkai
4263,47.0,2,2005,1,9,74000,1574,Klaipeda
4264,64.0,4,1966,4,5,65000,1016,Klaipeda
4265,85.0,3,2013,4,5,125000,1471,Klaipeda
4266,53.0,2,2020,9,9,59000,1113,Klaipeda
4268,22.0,1,1978,4,5,13500,614,Klaipeda
4271,79.0,3,2008,6,9,118000,1494,Klaipeda
4272,72.0,4,1970,4,5,86000,1194,Klaipeda
4274,186.08,5,1990,2,3,62000,333,Regionas
4275,35.0,2,1980,2,5,43500,1243,Klaipeda
4276,39.0,2,1964,5,5,65000,1667,Klaipeda
4277,52.5,3,2021,2,5,116000,2210,Vilnius
4278,63.72,3,2016,3,3,119000,1868,Klaipeda
4280,75.0,3,1978,1,3,74000,987,Siauliai
4281,55.12,2,1978,6,9,55000,998,Klaipeda
4283,35.0,2,1957,1,4,73500,2100,Klaipeda
4287,82.0,3,2020,1,2,320000,3902,Palanga
4288,17.0,1,1961,3,3,8300,488,Regionas
4289,99.0,3,1985,1,4,105000,1061,Siauliai
4290,61.0,3,1967,1,5,67000,1098,Klaipeda
4298,20.24,1,1971,3,10,26300,1299,Klaipeda
4300,78.0,4,1981,2,4,130000,1667,Klaipeda
4372,126.0,3,2007,4,5,175000,1389,Klaipeda
4466,50.0,2,1967,1,5,57000,1140,Klaipeda
4472,50.0,2,1980,8,9,62000,1240,Klaipeda
4473,63.0,2,2009,14,20,120000,1905,Klaipeda
4474,61.0,3,1977,4,5,62500,1025,Klaipeda
4475,192.0,6,2016,1,2,126000,656,Vilnius
4476,45.0,2,1966,5,5,57000,1267,Klaipeda
4478,77.0,3,1996,4,5,64000,831,Klaipeda
4479,50.0,3,1980,8,9,59900,1198,Klaipeda
4480,64.33,4,1957,3,3,110000,1710,Panevezys
4484,77.0,3,1984,4,5,73999,961,Klaipeda
4486,72.0,3,1968,5,5,54000,750,Klaipeda
4487,55.0,2,1989,4,9,53000,964,Klaipeda
4495,78.0,3,2011,5,9,108000,1385,Klaipeda
4496,38.5,2,1956,1,4,93000,2416,Vilnius
4499,82.0,4,2020,2,4,114500,1396,Klaipeda
4500,39.0,2,1965,1,5,57000,1462,Klaipeda
4501,46.0,2,1989,3,5,48000,1043,Klaipeda
4502,72.0,4,1970,4,5,88000,1222,Klaipeda
4503,72.0,4,1970,4,5,88000,1222,Klaipeda
4504,50.0,3,1980,8,9,59000,1180,Klaipeda
4509,78.0,3,1988,2,5,65000,833,Klaipeda
4510,79.0,4,1977,1,5,63000,797,Klaipeda
4511,47.0,2,1970,1,5,49900,1062,Klaipeda
4513,69.0,3,1970,6,9,51000,739,Klaipeda
4514,64.0,2,2018,2,5,137000,2141,Klaipeda
4519,76.95,3,1987,7,9,53000,689,Klaipeda
4520,65.2,3,2004,5,5,92900,1425,Klaipeda
4521,66.8,2,2009,9,20,110500,1654,Klaipeda
4522,79.35,3,2009,5,20,111090,1400,Klaipeda
4523,56.0,3,2020,3,4,79500,1420,Klaipeda
4524,54.0,2,1967,1,5,44000,815,Klaipeda
4525,97.19,3,2009,4,20,131207,1350,Klaipeda
4529,58.0,3,2005,4,10,96900,1671,Klaipeda
4530,55.0,2,1988,5,5,52000,945,Klaipeda
4533,63.0,3,2020,3,6,75000,1190,Vilnius
4534,71.0,3,2020,3,6,78000,1099,Vilnius
4535,62.0,3,2020,2,6,76000,1226,Vilnius
4536,70.0,3,2020,2,6,79000,1129,Vilnius
4537,71.0,3,2020,2,6,78000,1099,Vilnius
4538,51.0,2,2014,1,5,98500,1931,Klaipeda
4539,70.0,3,1980,3,4,37999,543,Regionas
4541,51.77,2,1991,2,3,25000,483,Regionas
4542,71.0,3,2019,2,2,71000,1000,Klaipeda
4543,56.0,3,1965,4,5,65000,1161,Klaipeda
4544,56.0,3,1965,4,5,65000,1161,Klaipeda
4545,53.0,2,1977,3,5,73000,1377,Klaipeda
4548,74.0,3,1991,5,5,58000,784,Regionas
4549,143.0,4,2018,5,6,815000,5699,Vilnius
4553,98.74,3,2009,3,5,180000,1823,Druskininkai
4556,51.0,2,1969,3,5,65000,1275,Klaipeda
4557,59.0,3,1956,3,4,108000,1831,Siauliai
4558,78.0,3,1958,3,4,92000,1179,Klaipeda
4560,70.0,3,2020,2,2,80000,1143,Kaunas
4561,70.0,3,2020,2,2,93000,1329,Kaunas
4563,85.0,3,2013,4,5,128000,1506,Klaipeda
4565,63.0,3,2018,2,4,95000,1508,Klaipeda
4566,52.0,2,1987,5,4,52000,1000,Klaipeda
4567,51.0,2,1970,2,9,45500,892,Klaipeda
4569,63.0,2,2018,2,5,127000,2016,Klaipeda
4574,55.0,2,1988,4,9,62000,1127,Klaipeda
4575,65.0,3,2007,2,2,115000,1769,Klaipeda
4577,56.0,2,1984,3,5,54900,980,Klaipeda
4578,72.0,4,1970,4,5,88000,1222,Klaipeda
4579,35.0,1,2006,2,4,65000,1857,Klaipeda
4580,150.0,3,2007,17,18,480000,3200,Vilnius
4581,204.12,5,1952,5,5,360000,1764,Vilnius
4582,60.06,3,1940,2,4,450000,7493,Vilnius
4587,79.0,3,1988,3,9,69000,873,Klaipeda
4588,55.0,2,1989,9,9,46000,836,Klaipeda
4591,47.0,2,2006,1,9,74500,1585,Klaipeda
4592,45.0,2,1932,3,3,75000,1667,Klaipeda
4593,78.0,3,1989,6,9,65000,833,Klaipeda
4594,43.0,2,1964,1,4,67000,1558,Klaipeda
4598,50.0,2,1968,5,5,53900,1078,Klaipeda
4599,55.0,2,1991,2,9,62000,1127,Klaipeda
4600,84.0,3,2007,14,20,192000,2286,Klaipeda
4601,26.0,1,1967,1,5,40000,1538,Klaipeda
4603,52.44,2,2021,5,5,97000,1850,Vilnius
4604,65.1,3,2021,3,5,100000,1536,Vilnius
4605,53.83,2,2017,1,5,148033,2750,Druskininkai
4607,195.0,7,1999,5,5,545000,2795,Vilnius
4608,42.0,2,1940,1,2,168500,4012,Vilnius
4611,46.0,2,1954,2,3,87000,1891,Klaipeda
4613,40.0,1,2011,2,9,84000,2100,Klaipeda
4616,77.0,3,1981,1,3,72000,935,Klaipeda
4619,64.0,3,1975,2,9,60000,938,Klaipeda
4620,56.0,2,1984,3,5,54900,980,Klaipeda
4621,70.0,3,2020,2,2,80000,1143,Kaunas
4623,49.5,2,1967,1,5,56000,1131,Klaipeda
4624,69.0,3,1973,2,9,69000,1000,Klaipeda
4625,88.0,4,1988,5,9,75000,852,Klaipeda
4626,54.0,2,1990,5,5,70000,1296,Klaipeda
4627,33.0,1,1984,5,5,32500,985,Klaipeda
4628,48.98,3,1965,3,5,43700,892,Siauliai
4630,67.0,3,1996,1,5,68000,1015,Palanga
4633,190.0,5,2020,2,2,250000,1316,Vilnius
4634,70.0,3,2020,2,2,80000,1143,Kaunas
4635,65.0,3,2019,2,4,93000,1431,Klaipeda
4636,79.0,3,2012,5,9,108000,1367,Klaipeda
4638,64.79,3,1991,3,4,82000,1266,Regionas
4641,71.1,4,1968,4,5,45999,647,Klaipeda
4642,91.9,4,1940,1,2,125000,1360,Vilnius
4643,30.0,1,1969,5,5,37000,1233,Klaipeda
4644,64.0,2,2016,2,4,189000,2953,Klaipeda
4645,96.21,3,2019,2,2,117000,1216,Siauliai
4646,78.0,3,1956,3,3,71000,910,Klaipeda
4648,57.7,2,2006,2,5,91500,1586,Klaipeda
4650,80.0,3,2005,2,2,115000,1438,Klaipeda
4651,53.0,2,1983,5,5,55500,1047,Klaipeda
4652,140.0,2,1940,1,4,195000,1393,Vilnius
4653,71.17,3,2018,7,7,115000,1616,Vilnius
4654,52.0,2,2004,3,5,85000,1635,Klaipeda
4655,12.0,1,1972,1,5,21999,1833,Vilnius
4656,39.0,2,1960,5,5,71500,1833,Klaipeda
4657,76.31,3,2008,6,7,175000,2293,Vilnius
4659,90.52,4,2018,4,4,81490,900,Regionas
4660,77.62,4,1930,2,2,17000,219,Regionas
4661,78.0,3,1992,2,9,55000,705,Klaipeda
4662,64.36,3,2017,5,5,209170,3250,Druskininkai
4663,48.0,2,1978,3,5,55000,1146,Klaipeda
4664,64.0,3,1980,4,5,63000,984,Klaipeda
4665,48.0,2,1901,2,3,72000,1500,Klaipeda
4666,42.0,2,1965,4,5,69000,1643,Klaipeda
4669,54.64,2,2017,1,5,150260,2750,Druskininkai
4670,78.0,3,1988,3,9,68000,872,Klaipeda
4671,64.0,3,1971,3,5,63000,984,Klaipeda
4672,77.0,3,1984,4,5,69800,906,Klaipeda
4673,50.23,3,2019,5,8,63800,1270,Klaipeda
4674,42.09,2,2019,5,8,56100,1333,Klaipeda
4675,51.0,2,2020,4,6,83624,1640,Vilnius
4677,33.0,1,1990,4,4,37500,1136,Regionas
4678,64.0,3,1985,9,9,66900,1045,Klaipeda
4679,62.0,3,1969,9,9,74999,1210,Klaipeda
4680,100.0,4,2018,0,2,125000,1250,Regionas
4681,37.0,2,2016,3,6,135000,3649,Vilnius
4682,48.0,2,2018,3,4,103200,2150,Klaipeda
4684,63.0,3,2008,3,9,115000,1825,Klaipeda
4686,44.0,2,1964,5,5,52000,1182,Klaipeda
4687,18.0,1,1965,4,5,12500,694,Klaipeda
4688,66.0,3,1910,3,3,165000,2500,Klaipeda
4689,63.0,3,1972,5,5,62900,998,Klaipeda
4691,32.0,1,1923,1,2,14900,466,Siauliai
4692,79.35,3,2009,7,20,111090,1400,Klaipeda
4693,63.0,3,1940,5,5,205000,3254,Vilnius
4694,62.79,3,2017,2,5,172673,2750,Druskininkai
4696,44.29,2,2017,5,5,143943,3250,Druskininkai
4697,43.0,2,1968,5,5,55900,1300,Klaipeda
4700,43.0,2,1968,5,5,56000,1302,Klaipeda
4701,92.0,4,1940,1,2,350000,3804,Vilnius
4702,53.0,2,1983,5,5,55500,1047,Klaipeda
4703,68.0,3,1980,3,4,123000,1809,Druskininkai
4704,80.0,4,1975,5,5,65900,824,Kaunas
4707,65.0,3,1974,8,9,71000,1092,Klaipeda
4708,44.0,1,1990,5,5,40000,909,Klaipeda
4709,239.87,5,1940,3,4,595000,2481,Vilnius
4710,64.0,3,1976,5,5,60000,938,Klaipeda
4711,66.0,3,1910,3,3,165000,2500,Klaipeda
4713,50.0,2,1968,5,5,53000,1060,Klaipeda
4714,46.0,2,1980,5,5,53500,1163,Klaipeda
4716,64.0,3,1971,3,5,64999,1016,Klaipeda
4717,22.0,1,1982,1,5,13000,591,Klaipeda
4718,63.0,2,1988,1,5,61000,968,Klaipeda
4719,44.0,1,1988,2,5,48000,1091,Klaipeda
4720,46.86,2,2021,6,9,99529,2124,Vilnius
4721,28.14,1,2020,8,9,71721,2549,Vilnius
4722,30.23,1,2020,7,9,72535,2399,Vilnius
4723,44.0,2,1969,1,5,43900,998,Kaunas
4726,50.0,2,1976,3,9,57800,1156,Klaipeda
4727,106.01,4,2020,1,4,342400,3230,Vilnius
4728,106.04,4,2020,2,4,342500,3230,Vilnius
4731,65.0,2,1967,6,9,50000,769,Klaipeda
4732,23.06,1,1922,1,1,14900,646,Kaunas
4733,47.0,2,1976,5,5,44900,955,Klaipeda
4734,55.0,2,1991,2,9,63000,1145,Klaipeda
4738,32.42,1,2020,5,6,74600,2301,Vilnius
4739,59.4,3,2020,5,6,136600,2300,Vilnius
4740,31.14,1,2020,6,6,83800,2691,Vilnius
4741,33.36,2,1955,1,4,62000,1859,Vilnius
4742,63.0,3,1974,4,5,69900,1110,Klaipeda
4743,42.0,2,1964,4,4,50000,1190,Klaipeda
4744,34.19,1,2020,5,6,82000,2398,Vilnius
4745,34.19,1,2020,3,6,78700,2302,Vilnius
4746,34.19,1,2020,2,6,82000,2398,Vilnius
4747,34.19,1,2020,4,6,80400,2352,Vilnius
4748,63.0,3,1988,1,2,11300,179,Regionas
4757,64.0,3,1978,4,9,61000,953,Klaipeda
4758,47.0,2,1975,5,5,48000,1021,Klaipeda
4759,47.15,2,1970,2,2,23000,488,Regionas
4764,51.0,2,1967,3,5,45000,882,Klaipeda
4769,66.0,3,1910,3,3,165000,2500,Klaipeda
4779,65.73,3,1967,5,5,67000,1019,Regionas
4780,89.0,3,2008,3,7,130000,1461,Klaipeda
4781,48.0,2,1981,6,9,48500,1010,Klaipeda
4785,78.0,3,1987,5,5,68000,872,Klaipeda
4787,37.0,2,2019,6,8,52000,1405,Klaipeda
4788,50.0,2,1969,5,5,65000,1300,Klaipeda
4794,68.0,3,1973,2,9,74000,1088,Klaipeda
4795,68.0,3,2015,5,19,108000,1588,Klaipeda
4796,92.0,3,1954,3,4,125000,1359,Klaipeda
4800,44.0,2,1969,2,5,66000,1500,Klaipeda
4809,69.31,3,1971,2,2,5900,85,Regionas
4812,77.0,3,1991,3,5,78000,1013,Klaipeda
4814,62.0,3,1969,9,9,77000,1242,Klaipeda
4815,38.0,2,1960,3,4,75000,1974,Klaipeda
