,Area,Room,Year,Flat_floor,Total_floor,Price_eur,Price_m2,City
1195,76.0,4,1998,5,5,79000,1039,Klaipeda
1196,70.0,3,1958,2,3,99000,1414,Klaipeda
1197,42.0,2,1992,5,5,51999,1238,Klaipeda
1198,39.0,2,1963,4,4,68000,1744,Klaipeda
1199,53.0,3,2008,2,10,83000,1566,Klaipeda
1200,79.0,3,1989,4,9,73000,924,Klaipeda
1201,77.36,4,1968,4,5,85000,1099,Vilnius
1202,65.0,3,1987,4,5,84000,1292,Klaipeda
1203,35.75,1,1985,2,5,4500,126,Regionas
1204,76.0,3,1994,5,5,62900,828,Klaipeda
1205,62.0,3,1940,1,4,92000,1484,Vilnius
1206,80.0,3,2006,6,6,358000,4475,Vilnius
1207,64.0,3,1972,5,5,58999,922,Klaipeda
1208,64.0,3,1979,4,5,64999,1016,Klaipeda
1210,75.12,3,2020,3,3,74369,990,Panevezys
1220,37.0,2,1965,5,5,35000,946,Siauliai
1221,40.0,2,2020,2,2,145000,3625,Palanga
1222,88.77,4,2021,3,5,257433,2900,Vilnius
1224,43.0,2,1960,4,4,42500,988,Klaipeda
1225,65.0,2,1985,4,5,84000,1292,Klaipeda
1226,48.0,2,1966,5,5,43999,917,Klaipeda
1227,97.28,3,1981,4,4,270000,2775,Vilnius
1228,97.28,3,1981,4,4,270000,2775,Vilnius
1229,18.41,1,1940,1,1,9900,538,Regionas
1230,48.63,2,1933,1,2,46900,964,Kaunas
1231,44.0,2,2018,3,3,93000,2114,Palanga
1232,52.65,2,2021,4,5,154422,2933,Vilnius
1233,91.5,3,2006,5,5,107000,1169,Siauliai
1234,48.46,2,1978,2,2,56000,1156,Vilnius
1235,60.0,3,1972,4,5,68000,1133,Klaipeda
1236,70.0,3,1985,3,5,66300,947,Klaipeda
1237,47.0,2,1967,4,5,49900,1062,Klaipeda
1238,44.0,2,1968,5,5,56000,1273,Klaipeda
1239,54.0,2,1965,1,5,45000,833,Vilnius
1240,90.38,3,2020,1,2,140000,1549,Vilnius
1241,32.9,1,1973,1,5,59800,1818,Vilnius
1242,18.11,1,1940,5,5,29000,1601,Vilnius
1243,64.0,3,1998,5,5,62000,969,Klaipeda
1244,60.0,3,1972,4,5,68000,1133,Klaipeda
1245,76.48,3,2019,4,7,124000,1621,Klaipeda
1246,61.0,3,1983,5,5,67000,1098,Klaipeda
1247,102.0,3,2010,5,6,360000,3529,Vilnius
1249,44.22,2,1969,4,5,40400,914,Siauliai
1250,55.0,3,1969,1,5,67000,1218,Klaipeda
1251,61.0,3,1983,5,5,64000,1049,Klaipeda
1255,53.0,2,1980,5,9,50000,943,Klaipeda
1257,61.0,3,2012,2,9,139000,2279,Vilnius
1260,50.97,2,1987,5,5,57900,1136,Druskininkai
1261,31.32,1,1991,3,4,25000,798,Druskininkai
1262,53.94,2,2008,1,2,93500,1733,Klaipeda
1263,250.0,5,1998,3,4,299500,1198,Vilnius
1264,55.56,2,1900,1,2,28500,513,Regionas
1265,36.14,2,2020,1,5,53200,1472,Vilnius
1266,34.24,2,2020,4,5,69900,2041,Vilnius
1267,44.0,1,2009,2,4,245000,5568,Vilnius
1268,53.94,2,2007,1,5,93000,1724,Klaipeda
1269,51.27,2,1986,1,5,52000,1014,Regionas
1270,35.33,2,2020,5,5,71800,2032,Vilnius
1271,132.0,5,2009,4,4,625000,4735,Vilnius
1272,50.0,3,2018,6,8,65800,1316,Klaipeda
1273,43.0,1,1989,5,5,39000,907,Klaipeda
1274,39.0,2,1963,5,5,47700,1223,Klaipeda
1275,43.0,2,1963,5,5,46000,1070,Klaipeda
1276,47.0,2,1970,5,5,65000,1383,Klaipeda
1278,57.0,2,1979,4,9,53900,946,Klaipeda
1279,96.0,3,2009,5,6,240000,2500,Klaipeda
1280,50.0,2,1986,5,5,32000,640,Panevezys
1281,38.0,2,1920,2,3,46000,1211,Klaipeda
1282,72.24,3,2021,2,9,148250,2052,Vilnius
1283,48.46,2,1978,2,2,56000,1156,Vilnius
1284,57.0,2,1979,4,9,53900,946,Klaipeda
1285,64.23,3,1976,8,9,48000,747,Klaipeda
1286,67.63,3,2021,4,9,142250,2103,Vilnius
1287,38.0,2,1970,6,8,75000,1974,Vilnius
1288,62.0,3,2015,3,7,132000,2129,Vilnius
1289,43.0,2,2019,6,8,57200,1330,Klaipeda
1290,58.0,3,1970,1,2,20000,345,Siauliai
1291,50.0,2,1981,9,9,41000,820,Siauliai
1297,84.53,3,2015,7,9,117900,1395,Vilnius
1298,36.0,1,1990,4,5,39000,1083,Klaipeda
1299,50.0,2,1976,8,9,47000,940,Klaipeda
1300,78.0,3,1989,1,9,58000,744,Klaipeda
1301,53.0,2,1980,5,9,50000,943,Klaipeda
1302,11.04,1,1961,2,5,15900,1440,Kaunas
1303,66.0,3,1940,1,2,105000,1591,Vilnius
1304,63.77,3,1976,5,9,103000,1615,Vilnius
1305,63.77,3,1976,5,9,103000,1615,Vilnius
1307,59.87,3,2009,11,12,93000,1553,Vilnius
1308,50.0,2,1968,3,5,64999,1300,Klaipeda
1309,42.0,2,1963,5,5,45000,1071,Klaipeda
1310,42.0,2,1992,5,5,52000,1238,Klaipeda
1311,49.82,3,1967,5,5,45000,903,Panevezys
1312,70.0,4,2019,8,8,89100,1273,Klaipeda
1314,137.0,4,1940,3,3,385000,2810,Vilnius
1315,64.0,3,1978,5,5,129000,2016,Vilnius
1316,57.17,3,2017,3,3,95000,1662,Vilnius
1317,33.81,2,2020,2,4,69500,2056,Vilnius
1318,38.07,2,2020,2,4,84600,2222,Vilnius
1319,38.07,2,2020,2,4,72200,1897,Vilnius
1320,33.81,2,2020,2,4,81000,2396,Vilnius
1321,50.0,2,2021,1,1,45000,900,Regionas
1322,48.0,2,1909,2,3,32000,667,Regionas
1323,53.0,2,1989,1,4,43000,811,Regionas
1324,71.0,3,1970,9,12,61900,872,Siauliai
1325,132.0,5,2009,4,4,625000,4735,Vilnius
1326,43.0,2,1970,3,5,64999,1512,Klaipeda
1327,95.0,3,2011,20,34,155000,1632,Klaipeda
1328,76.56,4,2021,6,9,101000,1319,Vilnius
1329,76.56,4,2021,8,9,102000,1332,Vilnius
1330,33.0,1,1975,9,9,32500,985,Klaipeda
1334,35.0,1,2008,13,20,72000,2057,Klaipeda
1335,61.0,3,1979,3,5,66300,1087,Klaipeda
1336,90.0,4,1988,1,9,75999,844,Klaipeda
1337,78.0,3,1956,2,3,115000,1474,Klaipeda
1338,63.0,3,2019,2,7,85610,1359,Klaipeda
1339,34.0,1,2007,1,4,80000,2353,Palanga
1340,77.0,3,1997,5,5,69990,909,Klaipeda
1352,72.0,2,2013,2,3,187900,2610,Vilnius
1353,43.0,2,1963,5,5,45000,1047,Klaipeda
1355,31.34,1,1904,1,2,28000,893,Regionas
1356,51.0,2,1969,5,5,53000,1039,Klaipeda
1357,46.5,2,1990,1,5,31000,667,Regionas
1358,57.0,2,1979,4,9,53900,946,Klaipeda
1367,32.0,1,2016,3,7,78000,2438,Vilnius
1368,58.0,2,1988,1,2,179000,3086,Vilnius
1369,69.0,3,1976,7,9,63000,913,Klaipeda
1370,78.0,3,1984,5,9,57000,731,Klaipeda
1371,30.0,1,1990,4,4,38000,1267,Klaipeda
1372,80.0,3,1918,2,2,131000,1638,Klaipeda
1374,78.0,3,1956,2,3,120000,1538,Klaipeda
1375,43.0,2,1970,3,5,64999,1512,Klaipeda
1376,60.98,3,1975,4,5,58999,968,Klaipeda
1377,62.0,3,1983,5,9,81900,1321,Vilnius
1378,78.46,4,1990,3,4,75000,956,Regionas
1384,43.98,1,1990,5,5,40000,910,Klaipeda
1385,51.0,2,1971,5,5,37700,739,Siauliai
1386,52.61,2,2020,3,7,85000,1616,Klaipeda
1387,33.0,2,2014,2,4,99000,3000,Palanga
1388,59.0,3,1977,4,5,49500,839,Siauliai
1389,43.0,1,1992,5,5,45500,1058,Klaipeda
1390,46.0,2,1968,5,5,48800,1061,Klaipeda
1391,35.0,2,1968,4,5,43800,1251,Klaipeda
1392,48.0,2,1966,5,5,45000,938,Klaipeda
1393,45.0,2,1968,1,5,47500,1056,Klaipeda
1394,77.71,4,1973,1,5,46000,592,Regionas
1395,64.35,3,1974,1,5,41000,637,Regionas
1396,42.0,2,1977,1,5,49900,1188,Vilnius
1397,37.0,1,1914,1,2,50000,1351,Klaipeda
1398,46.55,2,2021,5,5,104000,2234,Vilnius
1399,57.94,3,2021,4,5,93000,1605,Vilnius
1400,35.0,2,1978,8,8,103000,2943,Palanga
1403,47.75,2,2021,2,16,86905,1820,Vilnius
1404,51.25,2,2021,2,5,100000,1951,Vilnius
1405,52.5,3,2021,2,5,92000,1752,Vilnius
1406,76.9,4,2021,13,16,142649,1855,Vilnius
1407,47.2,2,2021,15,16,96052,2035,Vilnius
1408,44.0,2,1965,3,5,65000,1477,Klaipeda
1409,47.0,2,1986,3,5,49500,1053,Klaipeda
1410,63.3,3,2008,1,2,72000,1137,Regionas
1411,55.0,2,1986,8,9,53900,980,Klaipeda
1412,90.0,4,1988,1,9,75999,844,Klaipeda
1413,119.0,4,1940,3,4,490000,4118,Vilnius
1416,52.0,2,1979,4,4,75000,1442,Palanga
1417,45.29,2,2001,6,6,149000,3290,Vilnius
1418,73.0,4,1993,4,4,180000,2466,Palanga
1419,76.0,4,1981,1,5,63000,829,Klaipeda
1420,77.35,4,1990,4,4,92000,1189,Palanga
1423,38.0,2,2021,4,4,87400,2300,Vilnius
1424,40.0,2,1965,3,4,67700,1693,Vilnius
1425,80.0,4,1918,2,2,131000,1638,Klaipeda
1426,90.0,4,1988,1,9,75999,844,Klaipeda
1428,12.0,1,1969,5,5,10800,900,Klaipeda
1432,47.0,2,1964,1,2,79000,1681,Druskininkai
1433,78.0,3,1956,2,3,117000,1500,Klaipeda
1434,47.0,2,1978,5,5,41900,891,Klaipeda
1435,72.0,3,1970,2,5,61000,847,Klaipeda
1436,103.0,3,1990,2,4,129900,1261,Siauliai
1438,33.0,1,1975,9,9,32500,985,Klaipeda
1441,37.46,1,1951,3,3,67000,1789,Klaipeda
1442,62.09,3,2021,3,3,111141,1790,Panevezys
1443,38.0,2,1963,5,5,47700,1255,Klaipeda
1444,62.18,2,2021,2,3,111302,1790,Panevezys
1445,40.0,2,2008,1,5,80000,2000,Palanga
1446,57.0,2,2006,2,5,75000,1316,Klaipeda
1447,72.0,3,2008,11,18,155000,2153,Klaipeda
1448,90.0,4,1988,1,9,75999,844,Klaipeda
1449,62.0,3,1974,1,5,58000,935,Klaipeda
1450,81.3,4,1989,4,9,83000,1021,Siauliai
1451,53.37,3,1963,2,2,89900,1684,Kaunas
1453,30.0,1,1975,4,5,33000,1100,Klaipeda
1455,77.0,3,1989,2,5,74999,974,Klaipeda
1456,96.69,3,1907,1,1,30000,310,Regionas
1457,53.34,2,1972,2,2,9000,169,Regionas
1458,49.6,2,1966,2,5,53000,1069,Klaipeda
1459,77.26,4,1901,1,2,31000,401,Regionas
1460,79.04,3,1976,1,2,25000,316,Regionas
1461,50.0,2,1928,1,1,34000,680,Regionas
1462,41.04,2,1965,2,4,29000,707,Regionas
1463,104.05,2,1985,1,5,50000,481,Regionas
1464,69.92,2,1926,1,1,29990,429,Regionas
1465,44.75,2,1965,4,5,37500,838,Regionas
1466,48.28,2,1900,2,2,21000,435,Regionas
1467,44.15,2,1956,1,2,22000,498,Regionas
1468,55.47,2,1986,3,3,36500,658,Regionas
1469,94.98,3,2010,20,34,155000,1632,Klaipeda
1471,52.0,2,1977,4,5,72999,1404,Klaipeda
1472,73.0,2,2006,12,20,169000,2315,Klaipeda
1473,55.0,2,1985,5,5,53500,973,Klaipeda
1474,114.0,2,2018,2,3,536741,4708,Vilnius
1476,65.0,3,1980,4,5,57000,877,Siauliai
1477,80.0,4,1978,1,5,69900,874,Siauliai
1478,132.0,3,2017,1,3,135000,1023,Panevezys
1479,52.0,2,1983,4,9,56000,1077,Druskininkai
1480,46.0,2,1967,1,5,52000,1130,Klaipeda
1481,43.0,2,1968,1,5,47800,1112,Klaipeda
1482,45.19,2,2021,2,3,42750,946,Regionas
1483,61.0,3,2021,3,3,54900,900,Regionas
1484,62.0,2,2008,11,12,92000,1484,Vilnius
1486,34.38,1,2005,3,5,48000,1396,Klaipeda
1487,39.0,2,1963,4,4,68000,1744,Klaipeda
1488,49.65,2,1968,3,5,65000,1309,Klaipeda
1489,45.0,2,1974,3,4,120000,2667,Palanga
1490,62.0,4,1966,4,5,65000,1048,Klaipeda
1491,56.0,3,1956,3,3,65000,1161,Klaipeda
1493,50.0,3,1983,7,9,94000,1880,Vilnius
1494,108.0,3,2020,5,9,252000,2333,Vilnius
1495,210.0,5,1996,3,5,525000,2500,Vilnius
1496,118.06,4,2003,2,3,179900,1524,Vilnius
1497,118.06,4,2003,2,3,179900,1524,Vilnius
1498,78.0,3,1992,3,5,72500,929,Klaipeda
1499,41.0,2,2016,2,3,102000,2488,Klaipeda
1500,44.0,2,1964,4,4,39000,886,Regionas
1501,78.0,3,1990,5,9,60000,769,Klaipeda
1507,46.07,2,2018,1,3,265845,5770,Vilnius
1509,52.0,3,2021,3,3,214000,4115,Palanga
1511,55.68,2,1992,2,5,43700,785,Siauliai
1520,90.0,3,1982,4,5,85000,944,Klaipeda
1525,51.67,2,2020,2,4,107000,2071,Vilnius
1530,59.31,2,1997,8,10,63000,1062,Klaipeda
1532,92.7,3,2020,2,4,184000,1985,Vilnius
1533,51.85,3,2020,2,4,114000,2199,Vilnius
1534,90.0,4,2002,5,5,147000,1633,Vilnius
1535,51.67,2,2020,2,4,93000,1800,Vilnius
1536,51.85,3,2020,2,4,99000,1909,Vilnius
1537,92.7,3,2020,2,4,159500,1721,Vilnius
1538,57.0,2,2006,2,5,75000,1316,Klaipeda
1539,33.0,1,1971,1,9,58000,1758,Vilnius
1540,42.0,2,1962,1,3,52000,1238,Vilnius
1541,69.0,3,1978,2,2,55000,797,Regionas
1542,80.12,3,1959,4,4,92000,1148,Siauliai
1543,33.0,2,2014,2,4,109000,3303,Palanga
1544,33.0,1,2018,0,4,99000,3000,Palanga
1545,76.0,4,1998,5,5,79000,1039,Klaipeda
1546,39.0,2,2012,4,4,73000,1872,Klaipeda
1547,78.86,3,2019,9,9,163000,2067,Vilnius
1548,31.58,2,2021,3,6,92000,2913,Vilnius
1549,63.82,3,2020,1,3,51056,800,Regionas
1550,36.0,1,1991,7,9,65000,1806,Vilnius
1551,62.0,4,1965,4,5,65000,1048,Klaipeda
1552,70.0,3,1969,2,5,78000,1114,Klaipeda
1553,96.0,3,2005,4,6,130000,1354,Klaipeda
1554,72.0,4,1970,4,5,86000,1194,Klaipeda
1555,55.0,2,2015,2,4,100000,1818,Klaipeda
1556,56.0,3,1956,3,3,65000,1161,Klaipeda
1557,71.0,3,2012,2,3,143000,2014,Klaipeda
1558,39.0,1,2013,1,6,72400,1856,Vilnius
1559,33.0,1,2018,1,4,99000,3000,Palanga
1560,55.0,3,1980,1,2,65000,1182,Vilnius
1561,48.0,2,1966,5,5,45000,938,Klaipeda
1562,24.0,2,2016,4,4,75000,3125,Palanga
1563,80.0,4,1990,1,4,107000,1338,Palanga
1564,67.0,3,2005,4,5,113000,1687,Klaipeda
1565,60.0,3,1975,4,5,60000,1000,Klaipeda
1566,72.0,3,2017,1,4,116000,1611,Vilnius
1567,72.0,3,2017,1,4,116000,1611,Regionas
1568,63.0,3,1972,5,5,59500,944,Klaipeda
1569,108.0,4,2020,4,9,243000,2250,Vilnius
1570,35.0,2,1968,4,4,43000,1229,Kaunas
1571,65.66,2,1987,5,5,64000,975,Klaipeda
1576,63.92,3,1973,5,9,60000,939,Klaipeda
1577,57.17,3,2017,3,3,95000,1662,Regionas
1578,48.4,2,1971,1,1,15000,310,Regionas
1579,77.0,3,1990,2,5,75000,974,Klaipeda
1580,64.0,3,1954,2,3,195000,3047,Vilnius
1581,64.0,3,1977,5,9,61900,967,Regionas
1582,59.0,3,2021,1,3,59000,1000,Regionas
1583,53.0,3,2021,1,3,53000,1000,Regionas
1584,60.0,3,2021,2,3,56900,948,Regionas
1585,47.0,2,2021,2,3,44600,949,Regionas
1586,45.0,2,2021,2,3,42700,949,Regionas
1587,39.0,2,2021,1,3,39000,1000,Regionas
1588,21.0,1,1972,6,9,37900,1805,Vilnius
1589,43.72,2,1969,5,5,48900,1118,Kaunas
1590,132.86,3,1930,2,3,135000,1016,Klaipeda
1591,129.08,4,2005,14,16,289000,2239,Vilnius
1592,69.0,3,1977,2,2,44500,645,Regionas
1593,75.15,4,1990,1,3,115000,1530,Regionas
1594,59.09,2,1960,2,2,14000,237,Regionas
1595,67.0,2,1990,4,5,69300,1034,Klaipeda
1596,67.0,2,1990,4,5,69500,1037,Klaipeda
1597,78.86,3,1986,5,5,56000,710,Klaipeda
1598,85.09,3,2007,3,3,180000,2115,Palanga
1599,28.92,1,1968,3,5,39900,1380,Klaipeda
1600,23.03,1,1994,2,4,54000,2345,Palanga
1601,40.0,2,2020,7,9,129995,3250,Vilnius
1603,29.0,1,1973,3,4,20000,690,Regionas
1605,29.0,1,1963,4,4,27600,952,Vilnius
1606,34.0,1,2020,2,5,82000,2412,Vilnius
1607,45.0,2,2020,2,9,115000,2556,Vilnius
1608,63.77,3,1960,1,2,27000,423,Regionas
1609,48.0,2,2012,3,4,94500,1969,Vilnius
1612,47.37,2,2018,1,3,67000,1414,Regionas
1613,47.37,2,2018,1,3,67000,1414,Vilnius
1615,78.0,3,1984,2,5,67000,859,Klaipeda
1616,70.0,3,1960,1,4,89900,1284,Klaipeda
1617,41.0,2,2016,2,3,102000,2488,Klaipeda
1618,65.0,3,2013,2,3,88000,1354,Kaunas
1619,210.0,5,1996,3,5,525000,2500,Vilnius
1621,29.18,1,1970,5,5,35800,1227,Siauliai
1622,70.0,3,2012,2,3,142999,2043,Klaipeda
1624,61.0,3,1939,3,3,88000,1443,Klaipeda
1625,198.26,5,1998,3,4,299500,1511,Vilnius
1626,44.0,1,1986,1,5,42000,955,Klaipeda
1627,62.0,3,1975,9,9,75000,1210,Klaipeda
1628,88.0,4,1987,5,9,60000,682,Klaipeda
1629,69.0,3,1980,7,9,60000,870,Klaipeda
1630,56.0,2,1995,5,10,58000,1036,Klaipeda
1631,55.0,2,2016,5,8,92000,1673,Vilnius
1632,24.0,2,2016,4,4,75000,3125,Palanga
1633,64.0,4,2017,4,4,77000,1203,Palanga
1634,96.0,3,2005,4,6,130000,1354,Klaipeda
1635,54.0,2,1982,4,5,59400,1100,Klaipeda
1636,42.0,2,1963,1,4,33000,786,Regionas
1637,76.0,3,1994,5,5,62000,816,Klaipeda
1638,100.88,3,2001,3,3,345000,3420,Vilnius
1639,56.0,2,1984,3,5,54000,964,Klaipeda
1640,87.0,4,1993,5,5,57900,666,Siauliai
1644,53.0,2,1983,5,5,53500,1009,Klaipeda
1645,102.0,3,1900,4,4,325000,3186,Vilnius
1646,54.0,2,1990,2,9,60000,1111,Klaipeda
1647,53.2,2,1970,8,9,52000,977,Klaipeda
1649,47.61,2,1975,5,5,49900,1048,Kaunas
1651,40.1,2,2020,2,3,36090,900,Regionas
1653,32.42,1,2021,3,6,71300,2199,Vilnius
1654,47.0,2,1985,5,5,42500,904,Klaipeda
1655,65.0,2,2009,31,34,200000,3077,Klaipeda
1657,58.54,3,1969,4,5,64987,1110,Vilnius
1659,44.4,2,1970,4,5,42900,966,Siauliai
1662,110.0,4,2021,1,4,319000,2900,Vilnius
1663,56.0,2,1980,5,5,49999,893,Regionas
1665,53.2,2,2021,2,6,89000,1673,Vilnius
1666,150.0,4,1981,5,5,350000,2333,Vilnius
1667,150.0,5,1981,5,5,420000,2800,Vilnius
1670,57.69,2,2007,1,4,99000,1716,Regionas
1671,45.32,2,1974,2,2,20000,441,Regionas
1672,66.0,3,1993,1,5,61000,924,Klaipeda
1673,56.74,3,1940,2,3,140000,2467,Vilnius
1674,50.0,3,2020,1,2,64600,1292,Vilnius
1675,60.58,2,2014,4,4,119000,1964,Vilnius
1676,44.73,2,2020,2,3,38021,850,Kaunas
1677,46.29,2,2020,3,3,43976,950,Regionas
1678,47.0,2,2006,2,9,128500,2734,Vilnius
1679,48.0,2,1966,5,5,45000,938,Klaipeda
1680,30.0,1,1975,4,5,32999,1100,Klaipeda
1681,61.0,3,1979,3,5,66300,1087,Klaipeda
1682,87.0,2,2006,1,5,118000,1356,Klaipeda
1683,62.0,4,1966,4,5,65000,1048,Klaipeda
1684,29.0,1,1975,4,5,33000,1138,Klaipeda
1685,62.0,3,2020,4,6,142600,2300,Vilnius
1686,66.05,3,1977,5,5,62000,939,Klaipeda
1687,48.0,2,1966,5,5,45000,938,Klaipeda
1688,61.0,3,2020,2,6,139900,2293,Vilnius
1689,23.0,1,2019,1,8,65000,2826,Vilnius
1696,43.0,2,1969,1,4,63000,1465,Klaipeda
1697,73.23,3,2021,2,3,118000,1611,Klaipeda
1698,43.7,2,2021,2,3,71400,1634,Klaipeda
1700,58.87,3,2021,2,3,96750,1643,Klaipeda
1701,28.65,1,1973,1,2,14400,503,Regionas
1702,66.0,3,1992,5,5,77000,1167,Klaipeda
1704,119.6,4,2007,3,3,285000,2383,Vilnius
1705,41.1,2,1968,2,2,17500,426,Regionas
1706,50.68,2,1973,5,5,41000,809,Siauliai
1707,117.0,4,2018,5,5,95900,820,Panevezys
1708,82.0,3,1957,2,3,110000,1341,Klaipeda
1709,22.0,2,1969,5,5,15800,718,Klaipeda
1710,28.0,1,1961,4,4,41000,1464,Klaipeda
1711,64.0,3,1973,5,9,55000,859,Klaipeda
1712,45.0,2,1969,4,5,45000,1000,Klaipeda
1713,44.2,2,1970,4,5,37700,853,Siauliai
1714,52.0,2,1989,4,13,92500,1779,Vilnius
1715,81.0,3,2011,24,25,130000,1605,Klaipeda
1719,56.0,3,1951,2,3,114900,2052,Klaipeda
1722,43.02,2,1972,3,5,39000,907,Panevezys
1731,33.96,2,1940,1,2,98000,2886,Vilnius
1732,100.0,2,1932,2,4,217000,2170,Kaunas
1737,61.0,2,1995,4,5,55000,902,Klaipeda
1738,64.61,3,1983,4,5,63900,989,Panevezys
1739,54.0,2,1982,4,5,52000,963,Klaipeda
1740,26.0,1,1967,4,5,37000,1423,Klaipeda
1741,68.0,3,1953,1,3,142000,2088,Klaipeda
1742,60.0,2,1997,10,10,55000,917,Klaipeda
1743,50.22,2,1990,1,5,52000,1035,Siauliai
1744,52.0,2,1956,2,3,43900,844,Kaunas
1745,52.35,2,1981,3,5,21500,411,Regionas
1746,79.0,3,1987,3,5,72000,911,Klaipeda
1747,66.14,3,1982,1,12,49900,754,Panevezys
1748,54.0,3,1964,1,5,75000,1389,Klaipeda
1749,43.0,1,1991,5,5,40000,930,Klaipeda
1750,74.72,3,2010,9,9,105000,1405,Vilnius
1751,48.0,2,1981,6,9,54000,1125,Klaipeda
1752,65.42,3,1987,4,5,84000,1284,Klaipeda
1753,63.0,2,2006,4,5,79000,1254,Klaipeda
1754,91.0,4,1998,4,5,85000,934,Klaipeda
1755,98.27,3,1997,1,4,380000,3867,Vilnius
1756,95.0,3,2011,20,34,155000,1632,Klaipeda
1757,37.0,1,1988,3,5,37500,1014,Klaipeda
1758,96.0,3,2005,4,6,130000,1354,Klaipeda
1760,33.0,1,1973,4,5,35800,1085,Klaipeda
1761,110.0,4,1928,2,3,93500,850,Siauliai
1762,48.0,2,1928,2,3,43200,900,Siauliai
1763,62.0,3,2020,2,6,127000,2048,Vilnius
1764,63.73,3,2020,2,8,125000,1961,Kaunas
1765,70.0,3,2020,2,2,77000,1100,Klaipeda
1766,49.0,2,1977,2,9,51500,1051,Klaipeda
1767,23.1,1,1991,3,4,46200,2000,Regionas
1768,33.0,1,1991,2,4,66000,2000,Regionas
1773,47.29,2,1977,2,4,62000,1311,Kaunas
1774,70.7,4,1967,1,5,68500,969,Klaipeda
1775,60.0,2,1997,10,10,55000,917,Klaipeda
1776,61.0,2,1993,4,5,62000,1016,Klaipeda
1777,54.0,2,1982,4,5,52000,963,Klaipeda
1778,63.0,3,1972,5,5,62000,984,Klaipeda
1779,47.0,2,1977,5,5,65900,1402,Vilnius
1780,34.03,1,1981,1,5,10500,309,Regionas
1781,79.0,4,1987,1,5,97000,1228,Kaunas
1782,69.0,4,1985,2,2,122000,1768,Vilnius
1784,70.85,2,1999,6,6,106500,1503,Vilnius
1785,66.0,3,2015,7,7,133000,2015,Vilnius
1786,104.0,3,2020,4,4,370000,3558,Vilnius
1787,154.0,4,1985,2,2,75000,487,Kaunas
1788,170.0,3,1988,1,2,95000,559,Kaunas
1789,61.0,3,1935,2,2,88000,1443,Klaipeda
1792,62.79,3,2018,2,8,200000,3185,Vilnius
1793,44.28,2,2021,2,4,132840,3000,Vilnius
1794,104.0,4,2021,1,1,110000,1058,Regionas
1797,56.0,3,2020,1,1,65900,1177,Regionas
1798,56.0,3,2020,1,1,65900,1177,Vilnius
1799,65.57,2,2007,2,11,99000,1510,Druskininkai
1800,62.0,3,2020,1,1,72000,1161,Vilnius
1801,57.48,2,2018,2,4,242000,4210,Vilnius
1802,30.0,2,1940,1,2,25000,833,Vilnius
1803,20.0,1,1967,1,9,30000,1500,Klaipeda
1804,69.0,3,1981,7,9,60000,870,Klaipeda
1805,55.0,2,1989,5,5,26000,473,Regionas
1807,48.2,2,1972,5,5,33000,685,Regionas
1808,46.21,2,1994,1,6,65000,1407,Vilnius
1809,50.03,2,1988,4,4,63000,1259,Regionas
1810,46.21,1,1994,1,6,65000,1407,Vilnius
1811,95.0,4,2007,7,12,250000,2632,Klaipeda
1812,54.0,2,2007,2,3,140000,2593,Vilnius
1813,49.0,2,1983,3,9,72000,1469,Klaipeda
1814,48.0,2,1977,5,5,65000,1354,Klaipeda
1815,64.05,3,2020,3,3,57600,899,Regionas
1816,61.05,3,2020,2,3,57600,943,Regionas
1817,64.05,3,2020,3,3,73400,1146,Regionas
1818,64.05,3,2020,2,3,73400,1146,Regionas
1819,64.0,3,1976,3,5,85000,1328,Klaipeda
1820,45.0,2,1986,2,2,30000,667,Regionas
1821,75.08,3,1959,3,3,57000,759,Klaipeda
1822,46.74,2,1978,5,5,51000,1091,Klaipeda
1823,48.0,2,1980,2,5,66500,1385,Klaipeda
1825,47.0,2,2020,2,3,139963,2978,Vilnius
1826,82.0,4,2006,4,4,360000,4390,Vilnius
1827,88.0,4,1989,7,9,65000,739,Klaipeda
1828,18.0,1,1985,2,5,12000,667,Klaipeda
1829,26.0,1,1970,3,5,30000,1154,Klaipeda
1830,42.0,2,2019,1,5,114000,2714,Klaipeda
1831,53.0,2,1970,1,9,69000,1302,Klaipeda
1832,62.0,2,1993,4,5,62000,1000,Klaipeda
1833,53.0,2,2012,5,9,85777,1618,Klaipeda
1834,44.32,2,2020,3,3,178400,4025,Vilnius
1835,52.44,3,2021,3,5,87000,1659,Vilnius
1836,62.0,3,1975,4,5,58000,935,Klaipeda
1837,16.0,1,1989,1,5,21500,1344,Klaipeda
1839,28.0,1,1986,1,4,49000,1750,Palanga
1840,53.41,2,1970,1,9,69000,1292,Klaipeda
1841,56.0,2,1995,5,9,57000,1018,Klaipeda
1842,50.0,2,1977,5,9,44500,890,Klaipeda
1843,33.0,1,1985,2,5,45000,1364,Klaipeda
1844,44.0,1,1989,5,5,44000,1000,Klaipeda
1845,60.0,2,1997,10,10,55000,917,Klaipeda
1847,52.28,2,2009,6,8,83000,1588,Vilnius
1848,125.0,4,2010,5,8,298000,2384,Regionas
1849,88.36,4,1993,1,2,109900,1244,Vilnius
1850,88.73,3,1961,1,3,149900,1689,Vilnius
1851,48.0,2,1983,7,9,64000,1333,Klaipeda
1852,72.6,4,2020,2,7,79000,1088,Regionas
1856,77.0,4,2019,9,9,185000,2403,Vilnius
1857,65.0,3,2020,5,5,123000,1892,Vilnius
